90650,,33.91,-118.08,,105549,,10761,,28083,,315500,,981,,4,,27130,,60770
90011,,34.01,-118.26,,103892,,24240,,23547,,269300,,429,,0,,22168,,30171
91331,,34.26,-118.42,,103689,,11713,,23780,,283000,,885,,5,,22465,,51477
90201,,33.98,-118.17,,101279,,17060,,24940,,271300,,594,,11,,24104,,37267
92335,,34.09,-117.46,,95397,,5506,,24246,,174000,,1733,,3,,22772,,42943
90805,,33.86,-118.18,,93524,,12692,,27646,,282000,,737,,17,,26056,,44070
90250,,33.91,-118.35,,93193,,13920,,32600,,397500,,670,,1,,31087,,45995
91342,,34.3,-118.4,,91725,,1665,,24967,,322400,,5510,,27,,23543,,59329
90044,,33.95,-118.29,,89779,,17478,,27479,,269400,,514,,0,,25144,,29870
92683,,33.75,-117.99,,89747,,8975,,27713,,448400,,1000,,0,,26223,,52409
92336,,34.15,-117.46,,88419,,3555,,23271,,283700,,2487,,10,,22223,,87116
92704,,33.72,-117.91,,88123,,11919,,20468,,332600,,739,,14,,19569,,58463
92804,,33.82,-117.98,,85914,,12265,,25717,,362600,,700,,0,,24363,,53293
91744,,34.03,-117.93,,85040,,9675,,19211,,285900,,879,,0,,18648,,57291
94565,,38,-121.9,,84641,,2803,,27897,,213300,,3020,,369,,25761,,55255
92503,,33.9,-117.45,,84519,,2830,,24754,,222500,,2987,,422,,23413,,56373
91910,,32.63,-117.05,,75802,,6196,,27557,,340300,,1223,,3,,26063,,54056
93033,,34.15,-119.14,,82728,,2821,,17696,,265700,,2933,,13,,17065,,53400
93307,,35.2, -118.8<,,82658,,595,,23411,,109700,,13890,,29,,21275,,33711
95076,,36.9, -121.7<,,82474,,604,,24331,,366100,,13660,,261,,22359,,55208
92376,,34.1,-117.39,,81516,,6031,,22370,,162300,,1352,,13,,20541,,44550
91710,,34.01,-117.7,,80358,,3736,,23009,,331700,,2151,,0,,21952,,70768
92154,,32.6,-117,,79708,,2157,,21206,,269800,,3696,,76,,20202,,57618
94112,,37.72,-122.44,,79407,,23606,,23081,,602400,,336,,0,,21975,,71625
92345,,34.4, -117.3<,,78715,,960,,25758,,145200,,8202,,23,,23542,,42421
90706,,33.89,-118.13,,76615,,12543,,24896,,337100,,611,,5,,23650,,49637
91706,,34.09,-117.97,,76571,,5699,,18067,,285500,,1344,,86,,17504,,51232
93722,,36.8,-119.88,,76448,,3903,,25246,,177500,,1959,,7,,23493,,55500
91906,,32.7, -116.5<,,3627,,34,,1518,,187100,,10553,,72,,1254,,46875
92509,,34,-117.44,,75196,,2418,,20512,,208500,,3109,,50,,19232,,56517
