94043,,37.41,-122.09,,28358,,2657,,13213,,649100,,1067,,0,,12364,,97552
90291,,33.99,-118.46,,28341,,11359,,16212,,992700,,250,,34,,14261,,79736
94602,,37.8,-122.2,,28329,,8574,,12498,,548500,,330,,3,,11702,,71510
94585,,38.2, -121.9<,,28263,,251,,9511,,214900,,11241,,487,,8954,,70374
93618,,36.52,-119.39,,28262,,424,,7808,,153400,,6666,,0,,7399,,38110
95472,,38.4,-122.9,,28255,,409,,13187,,616700,,6914,,4,,12058,,68223
90304,,33.94, -118.36<br,,28210,,18007,,6946,,312000,,157,,0,,6634,,37783
94132,,37.72,-122.48,,28129,,9045,,10769,,733100,,311,,50,,9993,,69223
93401,,35.2,-120.6,,28033,,401,,13378,,545400,,6994,,2,,12499,,52730
94608,,37.83,-122.29,,28019,,10235,,15101,,342900,,274,,67,,13051,,52787
91607,,34.16,-118.4,,27927,,11448,,13841,,594100,,244,,2,,12859,,56635
90713,,33.85,-118.11,,27925,,8228,,9711,,435100,,339,,0,,9447,,85742
95219,,38.03,-121.42,,27884,,490,,11281,,274700,,5686,,776,,10596,,73911
95603,,38.9,-121.1,,27844,,713,,12243,,339200,,3903,,51,,11401,,57779
95204,,37.98,-121.32,,27786,,5448,,12047,,140400,,510,,27,,10996,,44809
92008,,33.13,-117.31,,27649,,2682,,12799,,615200,,1031,,150,,11600,,63449
91042,,34.3, -118.2<,,27585,,553,,10534,,404600,,4988,,6,,9987,,57500
95969,,39.7,-121.7,,27549,,467,,13621,,209100,,5903,,32,,12475,,41179
92612,,33.67,-117.83,,27522,,4526,,13044,,568100,,608,,13,,11549,,68953
91755,,34.05,-118.11,,27496,,8847,,9122,,463800,,311,,5,,8760,,54569
91103,,34.17,-118.17,,27480,,5122,,9076,,520000,,537,,6,,8492,,59682
90041,,34.13,-118.21,,27425,,7595,,9998,,535500,,361,,1,,9513,,63770
92081,,33.16,-117.25,,27404,,3095,,10840,,390700,,885,,0,,10239,,54448
