90650,,33008,,17379,,31049,,8384,,9018,,8687,,7313,,5481,,5680,,1838,,2351,,1635
90011,,26940,,14391,,29463,,8736,,17659,,7651,,3423,,1992,,1125,,231,,250,,264
91331,,27233,,18974,,28849,,9405,,12175,,9386,,6004,,3968,,2792,,986,,979,,512
90201,,26357,,16864,,28799,,8664,,13497,,8993,,4812,,3558,,2234,,562,,659,,242
92335,,22638,,18832,,27907,,9657,,10215,,7567,,5398,,3603,,2793,,895,,848,,494
90280,,26268,,16696,,28250,,8339,,11065,,8391,,6108,,3446,,3130,,798,,1119,,568
90805,,24666,,17631,,26534,,8814,,8842,,7423,,5037,,4245,,3884,,1157,,1816,,1079
90250,,30239,,17384,,23997,,7025,,9184,,9429,,6004,,5218,,4770,,1627,,2440,,1926
91342,,25085,,17407,,25836,,7925,,8355,,7304,,5333,,3741,,4064,,1551,,2647,,1572
90044,,21203,,14812,,27826,,7713,,10678,,6936,,4516,,2569,,1909,,522,,650,,522
92683,,25450,,17554,,29761,,8581,,8207,,6288,,4834,,3275,,4147,,1562,,3185,,2925
92336,,27448,,17482,,20890,,7749,,7401,,5485,,4517,,4895,,4601,,2286,,4849,,3147
92704,,26772,,16783,,21762,,7956,,11462,,8843,,5124,,3627,,3126,,1003,,1342,,1072
92804,,25038,,15544,,24846,,7362,,7851,,6582,,5935,,3799,,4237,,1304,,1972,,1540
91744,,25181,,12569,,25829,,5660,,8330,,9376,,5239,,3453,,3038,,794,,1253,,607
94565,,23308,,18801,,23114,,8714,,7049,,5900,,4620,,4428,,4896,,1692,,2926,,1884
92503,,24201,,16922,,25658,,7572,,8596,,6125,,5557,,3634,,3286,,1732,,2662,,1959
91910,,22670,,15021,,22867,,7228,,5666,,5447,,4729,,3902,,3596,,1891,,2989,,2243
93033,,21856,,17603,,20256,,8362,,11541,,7753,,4603,,2840,,2052,,800,,1029,,479
93307,,17630,,14516,,23185,,7964,,8516,,6494,,3920,,1787,,1467,,598,,769,,631
95076,,20594,,21455,,20172,,8566,,10695,,7959,,3882,,3557,,2633,,1149,,1874,,1734
92376,,19788,,16448,,24123,,8551,,8220,,6665,,4795,,3131,,2627,,726,,945,,576
91710,,24599,,15660,,24021,,7036,,6708,,5216,,4482,,3459,,4966,,1861,,3773,,2758
92154,,23499,,14630,,27224,,7551,,7086,,6419,,5111,,3591,,3921,,1264,,2075,,1111
94112,,27403,,17831,,24539,,7127,,8474,,6816,,5631,,4677,,5098,,1565,,2651,,3195
92345,,17663,,12344,,29418,,6408,,5744,,4238,,3576,,3298,,3035,,982,,1650,,1076
90706,,23835,,11906,,21751,,5779,,6336,,6200,,4918,,3516,,4024,,1277,,2245,,1446
91706,,20554,,14722,,23342,,7532,,7654,,6556,,5089,,2929,,3007,,765,,1115,,629
93722,,22688,,14040,,19653,,7317,,5747,,4948,,4892,,3752,,4665,,1493,,2380,,1534
91906,,871,,845,,1503,,414,,252,,267,,219,,114,,250,,18,,131,,51
92509,,20658,,15577,,21388,,8041,,6416,,6396,,4687,,3526,,3093,,1240,,1479,,1357
90255,,20730,,13355,,21477,,7278,,11010,,6860,,3999,,2078,,1802,,455,,422,,181
93257,,17726,,14451,,21632,,8968,,6292,,4897,,3910,,2540,,2330,,1031,,1267,,942
91709,,25021,,15347,,18119,,6691,,4042,,3760,,3847,,3377,,4432,,2559,,5461,,6199
91335,,23131,,15079,,22118,,6817,,7779,,6330,,4972,,3256,,3478,,1507,,2350,,1721
95823,,15584,,14410,,23751,,7274,,6831,,4444,,3555,,2953,,2572,,811,,971,,583
92553,,16976,,14010,,21748,,7427,,6373,,5780,,3800,,2907,,2279,,1177,,844,,399
92126,,32180,,14187,,17574,,6373,,6585,,7581,,5418,,4914,,5297,,2380,,4302,,3517
94544,,22886,,17178,,19669,,7176,,7336,,5897,,5444,,4353,,4637,,1621,,1961,,1639
93065,,25608,,15258,,16247,,6389,,5259,,4323,,3653,,3859,,4486,,2530,,4151,,6216
92592,,21583,,13720,,18870,,5658,,4531,,3659,,3551,,3242,,4050,,1768,,4332,,4512
95630,,22885,,12364,,21662,,5167,,2790,,2821,,2450,,2476,,3804,,2159,,5701,,7881
93535,,19829,,7801,,24970,,4066,,3955,,5332,,4939,,3414,,2967,,1019,,1257,,681
93727,,18082,,12304,,21307,,6707,,5674,,4518,,4002,,2632,,2983,,1258,,1509,,1103
91766,,18181,,14551,,19806,,7105,,7322,,6290,,3649,,2508,,2398,,1127,,1467,,866
93536,,21019,,9018,,24224,,4346,,3305,,3220,,3412,,2950,,4154,,1907,,3772,,2971
92805,,20679,,14289,,17508,,6869,,8227,,6782,,4015,,2898,,2801,,989,,1440,,947
91402,,19905,,14047,,18916,,7396,,9326,,6758,,3505,,2760,,1979,,655,,998,,575
92105,,19434,,10571,,20396,,5356,,8213,,5827,,4129,,2439,,1946,,753,,876,,466
90262,,17496,,10964,,21754,,5431,,8624,,5436,,3945,,1990,,1612,,525,,701,,196
93274,,19166,,11524,,19750,,6120,,5729,,5632,,4040,,2498,,2738,,1122,,1675,,1136
94587,,23423,,12485,,19784,,4959,,3617,,4476,,3745,,4174,,5007,,1761,,3844,,4325
94110,,30777,,17065,,14934,,5320,,6812,,5228,,5247,,4180,,4879,,2415,,5057,,8704
94533,,19058,,14735,,19229,,6987,,6154,,4552,,3945,,3234,,3602,,1291,,2280,,1748
94536,,24239,,12013,,19009,,4447,,3035,,3830,,3710,,3431,,4195,,1992,,4253,,7359
92882,,21354,,12249,,17235,,5435,,4810,,4458,,3847,,3404,,3925,,1321,,3337,,3066
90026,,21925,,17038,,17503,,7201,,8188,,7031,,3967,,3011,,3289,,1520,,2448,,2308
90631,,21371,,13171,,18283,,5457,,6231,,5165,,3917,,3223,,3756,,1312,,2704,,2777
90022,,18031,,12822,,21105,,6424,,9088,,6241,,3622,,2455,,1613,,510,,615,,285
95035,,23284,,12589,,18798,,5260,,3932,,3889,,3650,,3108,,4187,,1749,,3557,,6541
91730,,20590,,14040,,17502,,5836,,4679,,4350,,4089,,3414,,4542,,2172,,3363,,2185
94558,,20513,,15385,,17525,,5880,,5377,,4319,,4748,,3276,,3834,,1648,,2607,,4209
90003,,15116,,10064,,20271,,5800,,8248,,5267,,2611,,1703,,876,,262,,311,,102
92703,,19562,,12864,,19288,,5938,,10234,,7247,,3453,,2366,,1646,,473,,712,,357
92114,,19520,,10370,,22924,,4857,,5641,,5478,,4706,,2915,,3266,,870,,1343,,814
93230,,19494,,11052,,18048,,5671,,5298,,4694,,3273,,2784,,3204,,1527,,2465,,1630
95687,,19278,,11926,,22010,,5407,,3544,,3156,,3516,,3461,,3985,,1839,,3514,,2782
92021,,18156,,13788,,18858,,6488,,6471,,4871,,3990,,2905,,3045,,1052,,1769,,1353
95206,,13848,,13485,,18568,,7367,,5930,,4338,,3168,,2470,,1883,,891,,802,,484
93306,,17301,,13129,,18210,,6349,,5716,,4296,,3747,,2284,,3040,,1059,,2133,,1806
90019,,21741,,13585,,17338,,6416,,8205,,5534,,3663,,2995,,2947,,1065,,1783,,2718
94080,,23453,,11602,,17153,,3857,,4637,,4922,,4244,,4314,,4389,,1609,,3212,,3871
90660,,19904,,9613,,19946,,4696,,5577,,5531,,4285,,3250,,3280,,888,,1321,,689
90640,,19459,,8685,,21442,,3498,,5968,,5225,,3834,,3149,,2721,,1103,,1606,,1040
94509,,16092,,13864,,18922,,6666,,4941,,4348,,3464,,2653,,2962,,1355,,2119,,1448
90042,,17925,,13783,,16695,,5746,,6624,,5371,,3845,,2341,,2945,,1214,,1929,,1693
90037,,15077,,11050,,19164,,6460,,9853,,4120,,2766,,1164,,1141,,271,,226,,126
95123,,21282,,13624,,14964,,5446,,4089,,3676,,3570,,3404,,3579,,2159,,3489,,5494
90004,,21980,,13074,,16600,,6266,,9857,,6416,,3949,,1779,,2317,,817,,1095,,2558
91770,,18263,,9905,,23329,,5108,,5892,,4982,,3993,,2545,,2500,,922,,1480,,746
92562,,18164,,11506,,17038,,4990,,3530,,3938,,2975,,2403,,3478,,1620,,3026,,3710
92801,,19023,,11033,,16902,,5094,,6540,,5562,,4015,,2949,,2648,,990,,1280,,978
95624,,18518,,12093,,15939,,5610,,3864,,3179,,3479,,2745,,3890,,1914,,2942,,2988
94541,,17828,,12736,,16624,,5135,,4812,,3958,,3996,,3390,,3932,,1454,,1809,,2078
92627,,20937,,15010,,11375,,6124,,6726,,4409,,4064,,3611,,3593,,1317,,2949,,3154
91732,,17741,,9731,,20924,,5116,,6371,,6215,,3346,,2233,,1986,,763,,933,,509
95127,,19270,,12842,,18720,,5800,,5726,,5080,,4118,,3070,,3082,,1111,,1762,,2363
94538,,23071,,10746,,15885,,3696,,3315,,4016,,4008,,3219,,4040,,1976,,4217,,5330
93905,,11694,,16768,,12842,,5649,,11387,,4972,,2647,,1495,,1017,,492,,442,,361
94015,,22781,,12106,,17241,,4438,,4563,,4992,,3993,,4252,,5079,,1891,,2741,,2938
95014,,20365,,8998,,17332,,3010,,1962,,1651,,1348,,1300,,2331,,1196,,3387,,13178
95758,,20191,,10858,,15193,,5184,,3520,,2966,,3144,,3579,,4017,,2276,,3489,,2874
91950,,18139,,10445,,18978,,5083,,6602,,6482,,4129,,2135,,2102,,585,,1013,,453
91343,,18942,,11523,,16119,,5679,,6923,,4744,,3354,,2458,,2690,,1091,,1730,,1796
94501,,21381,,13551,,15599,,5307,,4021,,3931,,3580,,3716,,3997,,1916,,3291,,5173
94806,,16262,,12610,,17709,,5603,,4818,,4552,,3731,,2973,,3026,,878,,1900,,1391
91702,,17533,,12591,,16259,,8010,,5781,,5175,,3317,,2146,,2544,,917,,1274,,960
90731,,17664,,13205,,16946,,6097,,5529,,4143,,3400,,2532,,3180,,1440,,2302,,2246
92707,,18710,,12546,,14000,,5827,,8179,,6305,,4446,,2153,,2232,,689,,675,,750
93906,,17622,,12043,,15419,,4746,,6568,,4899,,3708,,3090,,2825,,967,,1604,,1258
95608,,16254,,12556,,21122,,5547,,4001,,3848,,2757,,2994,,2881,,1422,,2396,,2964
93030,,17206,,12078,,14067,,6064,,6491,,4977,,3640,,2156,,2019,,994,,1514,,1429
90006,,21418,,8528,,17128,,4868,,14583,,5238,,2337,,1081,,768,,397,,358,,316
92630,,23203,,11346,,13331,,4562,,4150,,4053,,4081,,2838,,4209,,1994,,3669,,4993
90813,,14066,,11817,,16038,,6646,,7378,,4803,,2734,,1590,,1331,,318,,651,,432
92880,,21891,,10541,,15128,,4656,,3690,,3562,,2954,,2275,,4381,,2688,,4414,,3812
92115,,16030,,17353,,16331,,10257,,5475,,4549,,3853,,2492,,2565,,818,,1743,,1631
95111,,16158,,12413,,16251,,5102,,5991,,4710,,3188,,2775,,3122,,1110,,1617,,956
