96117,,73,,30,,75,,16,,0,,15,,32,,18,,0,,0,,10,,12,,,,
95412,,63,,95,,88,,10,,57,,39,,12,,17,,6,,6,,0,,11,,,,
92259,,5,,67,,245,,26,,21,,25,,0,,0,,0,,0,,0,,0,,,,
93563,,64,,81,,199,,57,,5,,0,,0,,29,,14,,0,,40,,0,,,,
95450,,30,,73,,100,,13,,12,,13,,17,,16,,12,,0,,3,,17,,,,
95728,,173,,238,,84,,15,,140,,114,,95,,13,,0,,0,,0,,34,,,,
95714,,56,,53,,140,,20,,0,,27,,4,,4,,40,,7,,4,,3,,,,
95675,,55,,191,,76,,77,,63,,41,,65,,0,,0,,0,,0,,0,,,,
92066,,72,,40,,84,,17,,11,,22,,15,,35,,4,,0,,0,,8,,,,
95526,,15,,94,,148,,37,,44,,2,,0,,4,,0,,9,,13,,0,,,,
95420,,114,,117,,65,,74,,30,,51,,7,,44,,0,,10,,15,,0,,,,
95637,,117,,139,,199,,71,,54,,17,,56,,0,,0,,0,,50,,8,,,,
96075,,45,,84,,201,,47,,33,,15,,26,,4,,0,,2,,0,,2,,,,
96121,,134,,27,,86,,35,,36,,0,,23,,29,,0,,22,,0,,16,,,,
96016,,142,,120,,260,,86,,21,,33,,25,,32,,0,,18,,41,,6,,,,
96054,,22,,39,,133,,34,,16,,6,,0,,0,,0,,0,,0,,5,,,,
95569,,63,,84,,157,,61,,28,,6,,14,,0,,31,,0,,7,,0,,,,
95511,,34,,158,,148,,66,,98,,0,,0,,28,,0,,0,,0,,0,,,,
96065,,53,,62,,190,,51,,6,,10,,4,,4,,17,,0,,13,,10,,,,
95936,,42,,42,,84,,13,,12,,17,,0,,0,,33,,9,,0,,0,,,,
93549,,136,,37,,94,,0,,26,,0,,26,,22,,19,,36,,44,,0,,,,
96040,,95,,16,,91,,7,,40,,6,,26,,9,,23,,0,,0,,0,,,,
96086,,26,,88,,230,,38,,31,,15,,15,,11,,2,,0,,0,,2,,,,
94971,,132,,114,,80,,47,,44,,31,,46,,0,,23,,0,,46,,9,,,,
95075,,91,,78,,57,,30,,19,,42,,11,,12,,9,,2,,22,,22,,,,
91210,,240,,23,,104,,13,,7,,7,,0,,31,,55,,0,,91,,59,,,,
93628,,93,,99,,27,,25,,73,,49,,0,,0,,45,,0,,0,,0,,,,
96124,,85,,46,,197,,0,,38,,44,,4,,21,,0,,14,,10,,0,,,,
93645,,138,,91,,291,,58,,0,,33,,78,,0,,9,,0,,51,,0,,,,
95837,,105,,37,,83,,18,,10,,12,,11,,37,,39,,0,,4,,11,,,,
89010,,87,,53,,126,,50,,18,,35,,4,,16,,10,,0,,7,,0,,,,
92385,,101,,38,,75,,0,,10,,11,,0,,46,,23,,0,,37,,12,,,,
96037,,0,,41,,174,,9,,0,,32,,0,,0,,0,,0,,0,,0,,,,
95232,,82,,58,,104,,31,,0,,26,,15,,0,,40,,9,,19,,0,,,,
96046,,42,,71,,87,,55,,50,,8,,0,,0,,0,,0,,0,,0,,,,
93954,,56,,28,,67,,14,,20,,30,,6,,3,,5,,0,,6,,0,,,,
95248,,19,,19,,93,,19,,0,,0,,0,,0,,19,,0,,0,,0,,,,
95417,,14,,79,,104,,19,,0,,11,,53,,0,,0,,0,,10,,0,,,,
93669,,8,,30,,161,,6,,0,,16,,0,,0,,16,,0,,0,,0,,,,
96034,,75,,90,,148,,41,,67,,22,,4,,6,,17,,3,,0,,5,,,,
95639,,113,,39,,91,,25,,9,,16,,35,,57,,10,,0,,0,,0,,,,
93226,,82,,63,,177,,17,,24,,22,,30,,9,,0,,10,,13,,20,,,,
95488,,8,,135,,74,,74,,10,,0,,9,,0,,0,,8,,42,,0,,,,
93512,,19,,40,,64,,20,,12,,4,,1,,7,,15,,0,,0,,0,,,,
95920,,72,,78,,127,,13,,29,,59,,13,,15,,0,,0,,10,,11,,,,
95934,,47,,77,,93,,7,,61,,30,,26,,0,,0,,0,,0,,0,,,,
95571,,46,,0,,87,,0,,0,,0,,0,,25,,21,,0,,0,,0,,,,
93251,,83,,35,,73,,27,,20,,30,,15,,9,,7,,4,,4,,2,,,,
94940,,11,,65,,133,,16,,40,,20,,0,,0,,0,,0,,0,,0,,,,
95312,,75,,44,,85,,13,,36,,16,,28,,6,,10,,3,,3,,4,,,,
94929,,17,,15,,38,,7,,0,,8,,0,,0,,0,,8,,0,,9,,,,
93207,,53,,37,,161,,27,,10,,0,,17,,0,,4,,26,,2,,4,,,,
95595,,27,,36,,65,,8,,29,,14,,6,,0,,0,,2,,4,,0,,,,
96129,,59,,43,,31,,0,,26,,13,,27,,0,,0,,21,,0,,15,,,,
96074,,23,,58,,122,,50,,8,,19,,1,,2,,0,,1,,0,,0,,,,
96125,,129,,136,,45,,108,,19,,0,,18,,0,,0,,0,,0,,120,,,,
95514,,0,,20,,132,,0,,0,,20,,0,,0,,0,,0,,0,,0,,,,
95305,,33,,0,,30,,0,,17,,0,,0,,16,,0,,0,,0,,0,,,,
95736,,61,,107,,86,,83,,10,,16,,40,,0,,19,,0,,0,,0,,,,
96010,,52,,59,,70,,35,,13,,39,,11,,8,,5,,0,,0,,0,,,,
95698,,61,,43,,43,,43,,9,,0,,0,,17,,26,,9,,0,,0,,,,
92266,,28,,19,,0,,0,,0,,0,,28,,0,,0,,0,,19,,0,,,,
95443,,23,,84,,136,,0,,84,,23,,0,,0,,0,,0,,0,,0,,,,
96116,,23,,70,,97,,14,,28,,42,,0,,9,,0,,0,,0,,0,,,,
95717,,39,,41,,99,,13,,24,,0,,14,,9,,12,,8,,0,,0,,,,
93524,,406,,48,,0,,9,,92,,346,,4,,3,,0,,0,,0,,0,,,,
92236,,9841,,8332,,9321,,4599,,4854,,3601,,2322,,1002,,951,,256,,382,,206,,,,
93603,,71,,22,,167,,34,,19,,0,,0,,0,,0,,0,,0,,40,,,,
92060,,35,,0,,22,,0,,0,,0,,18,,17,,0,,0,,0,,0,,,,
96011,,12,,14,,99,,16,,0,,0,,0,,6,,0,,0,,0,,4,,,,
94074,,109,,93,,18,,0,,24,,20,,22,,46,,42,,0,,21,,27,,,,
96112,,59,,33,,91,,22,,8,,13,,24,,9,,12,,0,,4,,0,,,,
93220,,64,,7,,67,,7,,0,,58,,6,,0,,0,,0,,0,,0,,,,
94516,,46,,40,,27,,7,,8,,6,,3,,18,,5,,7,,16,,16,,,,
96014,,81,,0,,97,,0,,9,,12,,24,,3,,10,,0,,23,,0,,,,
95587,,52,,10,,64,,5,,0,,0,,10,,0,,0,,25,,22,,0,,,,
93260,,31,,22,,101,,19,,5,,4,,8,,0,,7,,3,,7,,0,,,,
92134,,67,,34,,0,,26,,12,,32,,23,,8,,0,,0,,0,,0,,,,
94569,,117,,29,,169,,29,,10,,0,,0,,50,,10,,0,,30,,17,,,,
95493,,28,,55,,208,,21,,35,,12,,0,,0,,0,,0,,15,,0,,,,
95601,,32,,38,,63,,24,,6,,7,,5,,2,,7,,4,,0,,15,,,,
95606,,52,,15,,31,,8,,0,,18,,0,,10,,0,,0,,0,,31,,,,
94021,,32,,38,,29,,0,,23,,0,,0,,8,,12,,0,,27,,0,,,,
95140,,139,,37,,82,,12,,12,,0,,0,,0,,95,,50,,7,,0,,,,
92378,,20,,62,,35,,27,,40,,0,,0,,0,,9,,6,,0,,0,,,,
96068,,30,,25,,99,,25,,7,,0,,12,,0,,0,,5,,6,,0,,,,
95559,,0,,59,,54,,21,,0,,38,,0,,0,,0,,0,,0,,0,,,,
93605,,80,,44,,67,,6,,8,,19,,22,,0,,23,,10,,19,,17,,,,
96017,,25,,31,,95,,15,,3,,20,,0,,8,,0,,4,,3,,3,,,,
96076,,6,,65,,97,,23,,42,,6,,0,,0,,0,,0,,0,,0,,,,
96110,,20,,33,,54,,23,,9,,6,,0,,4,,0,,0,,5,,6,,,,
91980,,74,,80,,41,,80,,0,,44,,30,,0,,0,,0,,0,,0,,,,
94576,,23,,20,,34,,8,,12,,0,,13,,0,,0,,10,,0,,0,,,,
93276,,36,,36,,46,,29,,3,,17,,1,,7,,0,,13,,0,,2,,,,
96111,,28,,32,,0,,20,,6,,0,,12,,12,,10,,0,,0,,0,,,,
95646,,3,,38,,25,,22,,15,,4,,0,,0,,0,,0,,0,,0,,,,
96031,,47,,65,,61,,41,,37,,18,,16,,0,,0,,0,,0,,0,,,,
95720,,17,,24,,24,,4,,5,,5,,13,,2,,0,,6,,2,,4,,,,
92389,,8,,19,,75,,12,,7,,4,,0,,0,,4,,0,,0,,0,,,,
95625,,26,,37,,62,,29,,0,,0,,8,,0,,26,,0,,0,,0,,,,
93429,,22,,39,,33,,11,,20,,8,,12,,10,,0,,0,,0,,0,,,,
95699,,57,,87,,64,,37,,50,,0,,0,,0,,0,,57,,0,,0,,,,
95545,,15,,24,,38,,6,,2,,7,,12,,12,,0,,0,,0,,0,,,,
95680,,43,,0,,71,,0,,21,,0,,0,,22,,0,,0,,0,,0,,,,
96115,,45,,40,,89,,24,,13,,0,,9,,22,,6,,11,,0,,0,,,,
95494,,76,,30,,55,,14,,5,,41,,20,,0,,0,,0,,7,,19,,,,
95568,,23,,32,,33,,10,,5,,24,,3,,3,,10,,0,,0,,0,,,,
95550,,60,,54,,81,,49,,0,,18,,6,,6,,13,,22,,0,,0,,,,
96133,,60,,0,,16,,0,,22,,38,,0,,0,,0,,0,,0,,0,,,,
93558,,0,,26,,223,,26,,0,,0,,0,,0,,0,,0,,0,,0,,,,
96063,,89,,44,,55,,18,,11,,14,,44,,19,,10,,5,,10,,2,,,,
96071,,0,,8,,70,,0,,0,,8,,0,,0,,0,,0,,0,,0,,,,
96029,,22,,18,,66,,12,,5,,2,,5,,1,,4,,0,,10,,1,,,,
93627,,10,,10,,10,,10,,0,,0,,10,,0,,0,,0,,0,,0,,,,
96108,,8,,0,,8,,0,,8,,0,,0,,0,,0,,0,,0,,0,,,,
95984,,10,,0,,11,,0,,0,,0,,0,,0,,0,,0,,0,,10,,,,
93287,,24,,15,,69,,4,,0,,3,,11,,12,,0,,0,,0,,9,,,,
96132,,3,,14,,31,,0,,6,,3,,0,,8,,0,,0,,0,,0,,,,
90822,,3,,16,,157,,13,,1,,0,,3,,0,,0,,0,,0,,2,,,,
95715,,22,,27,,21,,0,,18,,0,,0,,4,,18,,0,,9,,0,,,,
96133,,60,,0,,16,,0,,22,,38,,0,,0,,0,,0,,0,,0,,,,
94512,,55,,31,,97,,31,,0,,0,,0,,25,,0,,0,,0,,30,,,,
95376,,14127,,10600,,12102,,4613,,3706,,3377,,2594,,2922,,3013,,961,,1828,,1713,,,,
93208,,86,,29,,27,,12,,0,,47,,0,,0,,14,,42,,0,,0,,,,
96136,,74,,36,,0,,0,,32,,4,,5,,0,,62,,0,,7,,0,,,,
93519,,0,,22,,67,,22,,0,,0,,0,,0,,0,,0,,0,,0,,,,
95981,,10,,15,,144,,0,,15,,0,,0,,10,,0,,0,,0,,0,,,,
96049,,4,,0,,70,,0,,4,,0,,0,,0,,0,,0,,0,,0,,,,
94573,,36,,36,,23,,13,,23,,0,,13,,17,,0,,0,,0,,6,,,,
96119,,2,,2,,70,,2,,0,,0,,0,,0,,2,,0,,0,,0,,,,
94950,,19,,0,,28,,5,,0,,0,,0,,0,,0,,8,,0,,6,,,,
96085,,8,,2,,33,,2,,0,,0,,2,,0,,1,,5,,0,,0,,,,
95225,,42,,107,,338,,46,,61,,0,,0,,0,,33,,0,,9,,0,,,,
95325,,18,,19,,0,,6,,0,,0,,0,,13,,18,,0,,0,,0,,,,
95013,,0,,11,,11,,0,,0,,0,,0,,11,,0,,0,,0,,0,,,,
91948,,12,,33,,0,,15,,0,,0,,30,,0,,0,,0,,0,,0,,,,
95250,,31,,0,,31,,0,,14,,17,,0,,0,,0,,0,,0,,0,,,,
95604,,22,,11,,11,,0,,0,,0,,23,,0,,0,,0,,0,,10,,,,
93554,,10,,0,,106,,10,,0,,0,,0,,0,,0,,0,,0,,0,,,,
95234,,35,,147,,48,,52,,73,,19,,22,,0,,0,,16,,0,,0,,,,
95429,,0,,23,,61,,5,,7,,0,,0,,0,,0,,11,,0,,0,,,,
93623,,0,,35,,16,,17,,0,,13,,0,,5,,0,,0,,0,,0,,,,
94128,,0,,23,,21,,23,,0,,0,,0,,0,,0,,0,,0,,0,,,,
95735,,4,,10,,11,,8,,1,,0,,4,,0,,0,,1,,0,,0,,,,
95485,,296,,533,,940,,244,,204,,89,,95,,97,,80,,11,,9,,0,,,,
95679,,0,,29,,0,,0,,29,,0,,0,,0,,0,,0,,0,,0,,,,
94972,,38,,0,,0,,0,,0,,0,,0,,19,,19,,0,,0,,0,,,,
93530,,0,,9,,30,,0,,0,,9,,0,,0,,0,,0,,0,,0,,,,
92211,,4391,,4678,,11995,,1753,,1261,,1072,,918,,871,,879,,417,,665,,1233,,,,
92384,,14,,7,,35,,0,,2,,5,,0,,0,,8,,0,,6,,0,,,,
96061,,19,,0,,8,,0,,7,,0,,2,,0,,4,,6,,0,,0,,,,
93634,,9,,9,,5,,15,,0,,0,,0,,0,,0,,1,,2,,0,,,,
92301,,5778,,3813,,11867,,2379,,1783,,1282,,1113,,1271,,908,,264,,425,,166,,,,
93943,,7,,0,,0,,0,,7,,0,,0,,0,,0,,0,,0,,0,,,,
95314,,7676,,30241,,7600,,3672,,7341,,2288,,2176,,1822,,1755,,1155,,991,,451,,306,,328
89110,,17869,,15263,,19014,,6439,,6645,,7129,,5281,,2611,,2271,,811,,1090,,855,,,,
