91325,,10522,,7146,,10074,,3622,,2454,,2117,,2009,,1713,,1807,,827,,1290,,1829
91791,,9671,,6307,,9310,,2527,,2610,,1689,,1803,,1385,,2256,,822,,1506,,1380
90606,,10276,,5660,,9632,,2677,,3136,,2578,,2224,,1784,,1604,,708,,916,,309
91351,,10579,,6749,,6994,,2983,,2559,,2328,,1794,,1416,,2279,,957,,1711,,1301
90008,,8541,,6096,,12198,,2594,,3388,,2025,,1535,,1273,,1322,,521,,1013,,966
90504,,11204,,6195,,8790,,2878,,2060,,2158,,1652,,1842,,2194,,1137,,1881,,1597
90803,,12349,,7566,,7448,,2364,,1911,,1708,,1769,,1876,,2432,,1291,,2932,,3632
90601,,10885,,5788,,9296,,2634,,2542,,1692,,2233,,1530,,2106,,916,,1617,,1403
95973,,9140,,7970,,8904,,3545,,2825,,2489,,1889,,1426,,1676,,724,,1281,,1255
95118,,10363,,6291,,7874,,2325,,2176,,1445,,1211,,1689,,1679,,965,,1745,,3419
92311,,8787,,5378,,10672,,2884,,2543,,2140,,1189,,1226,,2026,,957,,820,,380
90222,,7519,,5455,,9249,,3041,,3281,,2683,,1592,,942,,660,,291,,384,,100
93703,,6463,,5542,,12286,,3647,,3068,,2124,,1127,,701,,666,,213,,401,,58
95842,,8113,,6853,,8562,,2939,,2605,,2545,,2047,,1640,,1612,,569,,673,,336
91941,,10987,,6477,,8668,,3308,,2227,,1986,,1861,,1517,,1764,,914,,1697,,2190
90230,,11534,,6804,,7965,,2703,,3098,,1581,,1493,,1358,,1964,,1184,,2286,,2671
92260,,7886,,7068,,13049,,2482,,3124,,2140,,1451,,1231,,1622,,542,,1093,,1269
91006,,10832,,5474,,9793,,2012,,2061,,2126,,1619,,1443,,1497,,882,,1853,,2813
93101,,10768,,8727,,6760,,3282,,4170,,2831,,2627,,1906,,1672,,885,,1060,,1062
92116,,14159,,7917,,6050,,3011,,3391,,2863,,2714,,2858,,2563,,1245,,1800,,1631
95358,,7345,,6330,,9446,,3433,,2677,,2232,,1543,,1223,,1032,,387,,580,,568
92210,,846,,762,,3119,,312,,62,,102,,134,,149,,141,,91,,118,,499
93940,,12187,,8014,,8806,,2981,,3782,,2634,,1860,,1601,,1969,,1063,,1938,,2373
