92083,,33.2,-117.25,,36975,,6637,,10982,,284000,,557,,0,,10393,,46580
94551,,37.8, -121.7<,,36867,,467,,13566,,430300,,7892,,3,,13019,,95716
90036,,34.07,-118.35,,36865,,14922,,19920,,945000,,247,,0,,18646,,71589
95838,,38.65,-121.44,,36764,,4055,,11587,,130400,,907,,1,,10385,,38271
91104,,34.17,-118.12,,36751,,9664,,13670,,584700,,380,,0,,12922,,67068
90810,,33.82,-118.22,,36735,,5486,,9709,,302700,,670,,21,,9289,,49269
93711,,36.84,-119.83,,36731,,3248,,16376,,306500,,1131,,14,,15409,,65678
95667,,38.8, -120.6<,,36726,,212,,16204,,314300,,17322,,42,,14820,,57468
93705,,36.79,-119.83,,36703,,7528,,13085,,131100,,488,,0,,12158,,32485
90505,,33.81,-118.35,,36678,,6330,,14846,,682100,,579,,1,,14244,,81772
94606,,37.79,-122.25,,36672,,16037,,16289,,326300,,229,,22,,14596,,38363
95826,,38.54,-121.39,,36628,,3179,,16192,,201400,,1152,,16,,15060,,53432
90301,,33.96,-118.36,,36568,,14760,,12565,,280800,,248,,0,,11895,,38160
94611,,37.83,-122.22,,36565,,3462,,17999,,811100,,1056,,0,,16923,,104967
91311,,34.3,-118.6,,36557,,1140,,14021,,438500,,3208,,93,,13425,,78414
94561,,38.01,-121.69,,36515,,2157,,12080,,235900,,1693,,98,,11149,,76693
95928,,39.7, -121.8<,,36511,,265,,15496,,294600,,13755,,240,,14480,,45224
92706,,33.77,-117.88,,36457,,10698,,9687,,432700,,341,,12,,9322,,60785
93021,,34.3, -118.8<,,36422,,771,,11393,,526800,,4723,,40,,11107,,97079
94534,,38.2,-122.1,,36416,,460,,13331,,341700,,7916,,60,,12643,,92676
91763,,34.07,-117.7,,36375,,7034,,9833,,251200,,517,,0,,9450,,50220
94061,,37.46,-122.24,,36245,,9391,,14010,,777900,,386,,0,,13436,,79833
95382,,37.53,-120.85,,36176,,3446,,13132,,229300,,1050,,0,,12325,,65412
92807,,33.85,-117.79,,36171,,3376,,12893,,551300,,1071,,63,,12560,,98027
91001,,34.22,-118.13,,36126,,4368,,13285,,550000,,827,,2,,12663,,85108
95062,,36.97,-121.99,,36079,,7148,,16919,,561400,,505,,127,,15155,,60035
95993,,39.1, -121.7<,,36067,,422,,12388,,230300,,8552,,6,,11734,,64011
91362,,34.2,-118.82,,36045,,1837,,14033,,631600,,1962,,0,,13563,,104715
95835,,38.67,-121.53,,35936,,4012,,13606,,257400,,896,,5,,12653,,79528
95050,,37.35,-121.95,,35923,,6808,,14855,,601400,,528,,0,,14078,,67630
91711,,34.16,-117.71,,35705,,2379,,12431,,530400,,1501,,14,,11868,,88240
92821,,33.93,-117.89,,35533,,3372,,13551,,510000,,1054,,2,,13062,,78077
90049,,34.09,-118.5,,35482,,2362,,18097,,1000001,,1502,,0,,16657,,110854
93405,,35.3,-120.7,,35440,,404,,9346,,564100,,8775,,18,,8647,,40697
94590,,38.1,-122.25,,35420,,5959,,15729,,181700,,594,,97,,13851,,41819
92065,,33, -116.8<,,35414,,214,,12708,,383500,,16517,,45,,11870,,76273
95476,,38.2, -122.5<,,35394,,316,,16559,,494800,,11199,,82,,14739,,58785
93612,,36.81,-119.71,,35351,,5344,,14584,,159800,,661,,0,,13612,,39801
90277,,33.83,-118.39,,35293,,9850,,18062,,838600,,358,,135,,16910,,97158
90621,,33.88,-117.99,,35153,,8487,,10803,,394900,,414,,2,,10304,,54126
90266,,33.89,-118.4,,35135,,8926,,14929,,1000001,,394,,73,,14038,,139259
92139,,32.68,-117.05,,35125,,9686,,10629,,273400,,363,,0,,10216,,58079
92508,,33.89,-117.33,,35000,,3262,,10351,,319100,,1073,,0,,9945,,100243
93657,,36.8, -119.4<,,34999,,164,,11444,,182600,,21308,,477,,10302,,47781
90260,,33.89,-118.35,,34924,,13031,,10879,,385400,,268,,2,,10429,,51777
